utc_date	io_line_item_number	ad_unit	creative_name	channel	web_property	country_code	country	region	city	dma	device_type	browser	os_name	requests	impressions	dropoffs	clicks	conversions	video_starts	mutes	unmutes	pauses	firstquartiles	midpoints	thirdquartiles	completes
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Scarborough	Unknown	Desktop	Chrome	Mac	24	23	1	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Texas	Round Rock	Austin	SmartPhone	Chrome	Android	9	7	2	1	0	7	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Moskva	Moscow	Unknown	Desktop	IE (Other)	Windows XP	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	Indiana	Milford	South Bend-Elkhart	Tablet	Safari	iOS	7	7	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Medium Rectangle 300x250	54850-168907-Premium IPB-300x250	Lifestyle	smithsonianmag.com	us	United States	Oklahoma	Oklahoma City	Oklahoma City	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Shopping	Wayfair.com	us	United States	New York	Buffalo	Buffalo	Desktop	Other	Windows 7	11	10	1	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Lifestyle	Concourse Media	us	United States	Texas	Dayton	Houston	SmartPhone	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	Lifestyle	theactivetimes.com	us	United States	Texas	Austin	Austin	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Leaderboard 728x90	54850-168907-Premium IPB-728x90	Business/Finance	ibtimes.co.uk	us	United States	Washington	Spokane	Spokane	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Education	citationmachine.net	us	United States	Arkansas	Russellville	Little Rock-Pine Bluff	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	News	Lee Enterprises  Incorporated	us	United States	Wisconsin	Deerfield	Madison	Desktop	IE-9	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Smartphone 320x50	54917-166596-320x50-CSB-SmartPhone-Madison	Sports	cbssports.com	us	United States	Wisconsin	North Freedom	Madison	SmartPhone	Chrome	Android	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-30	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Tech	Techtimes.com	us	United States	Texas	New Braunfels	San Antonio	SmartPhone	Chrome	Android	2	2	0	0	0	2	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Sports	wrestlinginc.com	us	United States	Arkansas	Pine Bluff	Little Rock-Pine Bluff	Desktop	Firefox	Windows 7	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Tablet-300x250	Entertainment	hollywoodlife.com	us	United States	California	Redwood City	San Francisco-Oak-San Jose	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	dailycaller.com	us	United States	Texas	Canyon Lake	San Antonio	SmartPhone	Safari	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	New Jersey	Ocean City	Philadelphia	Desktop	Chrome	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Lifestyle	sparkrecipes.com	us	United States	Arkansas	Stuttgart	Little Rock-Pine Bluff	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Lifestyle	yourtango.com	us	United States	Wisconsin	North Freedom	Madison	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Politics	salon.com	us	United States	Georgia	Buford	Atlanta	Desktop	Chrome	Windows 7	6	0	6	0	0	0	0	0	0	0	0	0	0
2015-05-01	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Lose Mind	Politics	townhall.com	us	United States	Illinois	Oak Forest	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Smartphone 320x50	60042-179896-CSB Education No.Cali-Smartphone-320x50	News	wtnh.com	us	United States	California	El Cerrito	San Francisco-Oak-San Jose	SmartPhone	Chrome	Android	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Nidwalden	Stans	Unknown	Desktop	Firefox	Linux	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-26	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	rare.us	us	United States	Texas	Mc Dade	Austin	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Tech	Techtimes.com	us	United States	Texas	Marble Falls	Austin	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Texas	Edinburg	Harlingen-Wslco-Brnsvl-Mca	SmartPhone	Chrome	Android	1	1	0	1	0	1	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Remove Viruses	Education	National Geographic Sites	us	United States	Illinois	Frankfort	Chicago	Tablet	Safari	iOS	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	rare.us	us	United States	Texas	Round Rock	Austin	SmartPhone	Safari	iOS	15	14	1	0	0	14	0	0	0	0	0	0	0
2015-05-28	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Entertainment	Music Times	us	United States	Texas	Corsicana	Dallas-Ft. Worth	SmartPhone	Safari	iOS	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-08	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Sankt Gallen	Sankt Gallen	Unknown	Desktop	Chrome	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-06-26	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Games	gsn.com	us	United States	New York	Holley	Buffalo	Desktop	Firefox	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Education	citationmachine.net	us	United States	Arkansas	Carthage	Little Rock-Pine Bluff	Desktop	Chrome	Other	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	News	World Now^^	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	Firefox	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Entertainment	starpulse.com	us	United States	Texas	Waco	Waco-Temple-Bryan	Desktop	IE-9	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	World Now^^	us	United States	California	Culver City	Los Angeles	Desktop	Chrome	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Firenze	Florence	Unknown	Desktop	IE-8	Windows XP	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Vancouver MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Nepean	Unknown	SmartPhone	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	News	cnn.com	us	United States	New Jersey	Toms River	New York	Desktop	Chrome	Windows Vista	6	0	6	0	0	0	0	0	0	0	0	0	0
2015-05-07	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Padova	Montegrotto Terme	Unknown	Desktop	Firefox	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	Lifestyle	wideopenspaces.com	us	United States	Texas	Lubbock	Lubbock	SmartPhone	Chrome	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Education	citationmachine.net	us	United States	Arkansas	Cabot	Little Rock-Pine Bluff	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-09	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Ivanovokaya Oblast'	Ivanovo	Unknown	Desktop	Opera	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	North Carolina	Goldsboro	Raleigh-Durham (Fayetvlle)	Tablet	Safari	iOS	2	0	2	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	News	abcnews.go.com	us	United States	New York	Lockport	Buffalo	Desktop	Other	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Falconer	Buffalo	Desktop	IE-8	Windows 7	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	washingtontimes.com	us	United States	Illinois	Kankakee	Chicago	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Education	citationmachine.net	us	United States	Arkansas	Little Rock	Little Rock-Pine Bluff	Desktop	Firefox	Windows 7	7	7	0	0	0	0	0	0	0	0	0	0	0
2015-05-02	176762	FullPage UT	58945-176762-Full Page	Education	citationmachine.net	us	United States	Arkansas	Benton	Little Rock-Pine Bluff	Desktop	Chrome	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	News	washingtonexaminer.com	us	United States	New York	Buffalo	Buffalo	Desktop	Firefox	Windows 7	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-05-05	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Edmonton MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Ottawa	Unknown	Desktop	Firefox	Windows XP	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Lose Mind	Career	salary.com	us	United States	Illinois	Des Plaines	Chicago	Tablet	Safari	iOS	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Remove Viruses	Politics	newrepublic.com	us	United States	Illinois	Cicero	Chicago	Tablet	Chrome	Android	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Career	snagajob.com	us	United States	Arkansas	Jacksonville	Little Rock-Pine Bluff	Desktop	Chrome	Windows 7	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-06	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Moskovskaya Oblast'	Unknown	Unknown	Desktop	Chrome	Mac	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	News	dailymail.co.uk	us	United States	Washington	Gig Harbor	Seattle-Tacoma	Desktop	Chrome	Windows 7	30	17	13	0	0	17	0	0	11	16	16	16	16
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Depew	Buffalo	Desktop	IE-10	Windows 7	48	48	0	0	0	0	0	0	0	0	0	0	0
2015-06-27	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Sheridan	Buffalo	Desktop	Other	Windows 8	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-07-06	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Desktop-300x250	Lifestyle	Observer.com	us	United States	California	Danville	San Francisco-Oak-San Jose	Desktop	Safari	Mac	6	6	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Politics	townhall.com	us	United States	Wisconsin	Waunakee	Madison	Desktop	IE-9	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-06-30	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Albion	Buffalo	Desktop	Safari	Mac	16	16	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	176762	Half Page Ad 300x600	58945-176762-Half Page	Lifestyle	smithsonianmag.com	us	United States	Arkansas	Jacksonville	Little Rock-Pine Bluff	Desktop	Chrome	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Wide Skyscraper 160x600	54850-168907-Premium IPB-160x600	Entertainment	starpulse.com	us	United States	Arizona	Chandler	Phoenix (Prescott)	Desktop	Firefox	Windows 7	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Entertainment	tv.ibtimes.com	us	United States	South Carolina	Mount Pleasant	Charleston Sc	Desktop	Chrome	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-06-28	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	News	abcnews.go.com	us	United States	New York	Buffalo	Buffalo	Desktop	Chrome	Mac	4	3	1	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Albany	Albany-Schenectady-Troy	Desktop	IE-7	Windows Vista	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Santa Clara	San Francisco-Oak-San Jose	Desktop	Other	Windows 7	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	California	Long Beach	Los Angeles	Desktop	Chrome	Mac	8	0	8	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	St Bonaventure	Buffalo	Desktop	IE-8	Windows XP	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Toronto MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Toronto	Unknown	Desktop	Safari	Other	5	5	0	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	rare.us	us	United States	Texas	Marble Falls	Austin	SmartPhone	Safari	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Medium Rectangle 300x250	60042-179896-CSB Education No.Cali-Tablet-300x250	Entertainment	Hollywoodtake.com	us	United States	California	Forestville	San Francisco-Oak-San Jose	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	Massachusetts	Worcester	Boston (Manchester)	Desktop	Chrome	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	abcnews.go.com	us	United States	Oregon	Gresham	Portland Or	Desktop	Other	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-07-01	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Depew	Buffalo	Desktop	Firefox	Windows 7	6	6	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Tablet  300x250	60042-179896-CSB Education No.Cali-Tablet-300x250	Entertainment	complex.com	us	United States	California	Fresno	Fresno-Visalia	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	Sports	goal	us	United States	Michigan	Lowell	Grand Rapids-Kalmzoo-B.Crk	Desktop	Chrome	Mac	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Politics	salon.com	us	United States	Massachusetts	Cambridge	Boston (Manchester)	Desktop	Chrome	Windows 7	31	4	27	0	0	4	0	0	3	4	4	3	2
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Angola	Buffalo	Desktop	Firefox	Windows XP	4	4	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT Demo	News	cnn.com	us	United States	New Jersey	Woodcliff Lake	New York	Desktop	Firefox	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-06-29	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Jamestown	Buffalo	Desktop	Chrome	Windows XP	54	24	30	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Smartphone 300x250	60042-179896-CSB Education No.Cali-Smartphone-300x250	News	ijreview.com	us	United States	California	Concord	San Francisco-Oak-San Jose	SmartPhone	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	173320	Wide Skyscraper 160x600	57729-173321-Mobile-Chicago-Tablet-160x600-Heart	News	theblaze.com	us	United States	Illinois	Plainfield	Chicago	Tablet	Chrome	Android	21	21	0	0	0	0	0	0	0	0	0	0	0
2015-05-27	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	rare.us	us	United States	Tennessee	Memphis	Memphis	SmartPhone	Safari	Android	1	1	0	0	0	1	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	News	nydailynews.com	us	United States	Wisconsin	Cottage Grove	Madison	Desktop	Other	Windows 7	10	10	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	175907	Linear Video Ad	57251-174035-In Stream User Initiated Video- MOAT BT	Sports	goal	us	United States	Texas	Keller	Dallas-Ft. Worth	Desktop	Chrome	Windows 8	11	0	11	0	0	0	0	0	0	0	0	0	0
2015-05-08	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	it	Italy	Trento	Trento	Unknown	Desktop	Chrome	Windows 7	97	97	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Medium Rectangle 300x250	57729-173321-Mobile-Chicago-Tablet-300x250-Lose Mind	Politics	newrepublic.com	us	United States	Illinois	Itasca	Chicago	Tablet	Safari	iOS	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	nationalenquirer.com	us	United States	South Carolina	Ridgeland	Savannah	Tablet	Chrome	Android	2	1	1	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Medium Rectangle 300x250	54850-168907-Premium IPB-300x250	Business/Finance	ibtimes.co.uk	us	United States	Washington	Seattle	Seattle-Tacoma	Desktop	Chrome	Mac	5	1	4	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Travel	islands.com	us	United States	Wisconsin	Sun Prairie	Madison	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-19	177669	Half Page Ad 300x600	58370-174399-Half Page Ocean_MNI  - MNI Via Rail - VIA Rail Ocean v2 Montreal MNI - EN - 300x600	News	newscientist.com	ca	Canada	Quebec	Montreal	Unknown	Desktop	Firefox	Windows Vista	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-29	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Smartphone	News	examiner.com	us	United States	Texas	Hutto	Austin	SmartPhone	Chrome	Android	3	3	0	0	0	3	0	0	0	0	0	0	0
2015-05-06	177669	Half Page Ad 300x600	58370-174399-Half Page Ocean_MNI  - MNI Via Rail - VIA Rail Ocean v2 Moncton MNI - EN - 300x600	News	Media General^^	ca	Canada	New Brunswick	Moncton	Unknown	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	FullPage UT	58945-176762-Full Page	Entertainment	Spin Media	us	United States	Arkansas	Heber Springs	Little Rock-Pine Bluff	Desktop	Firefox	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-15	177669	Half Page Ad 300x600	58370-175585-Half Page Canada_MNI  - MNI Via Rail - VIA Rail Canada v2 Winnipeg MNI - EN - 300x600	Portals	Bidder Pilot	ca	Canada	Ontario	Orleans	Unknown	Desktop	Chrome	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-31	175061	ScreenShift Full Page	58577-175061-PageGrabber X_Tablet	News	rare.us	us	United States	Texas	Dallas	Dallas-Ft. Worth	Tablet	Safari	iOS	2	2	0	0	0	1	0	0	0	0	0	0	0
2015-04-30	176762	FullPage UT	58945-176762-Full Page	Education	bibme.org	us	United States	Arkansas	Roland	Little Rock-Pine Bluff	Desktop	Other	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	News	abcnews.go.com	us	United States	Arkansas	Clarksville	Ft. Smith-Fay-Sprngdl-Rgrs	Desktop	IE-10	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-09	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Tablet-728x90	News	dailycaller.com	us	United States	California	Fresno	Fresno-Visalia	Tablet	Safari	iOS	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	Entertainment	Spin Media	us	United States	Arizona	Tucson	Tucson (Sierra Vista)	Desktop	Safari	Mac	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	168908	Half Page Ad 300x600	54850-168907-Premium IPB-300x600	News	abcnews.go.com	us	United States	Pennsylvania	Edinboro	Erie	Desktop	Other	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Leaderboard 728x90	57729-173321-Mobile-Chicago-Tablet-728x90-Hacker	News	latimes.com	us	United States	Illinois	Chicago	Chicago	Tablet	Firefox	Android	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-07-08	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	Entertainment	people.com	us	United States	California	Auburn	Sacramnto-Stkton-Modesto	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	166596	Leaderboard 728x90	54917-166596-728x90-CSB-Desktop-Madison	News	washingtonexaminer.com	us	United States	Wisconsin	Verona	Madison	Desktop	Other	Windows 7	1	0	1	0	0	0	0	0	0	0	0	0	0
2015-05-01	166596	Medium Rectangle 300x250	54917-166596-300x250-CSB-Desktop-Madison	Sports	247Sports.com	us	United States	Wisconsin	Dodgeville	Madison	Desktop	Safari	Mac	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-02	176762	FullPage UT	58945-176762-Full Page	Entertainment	hellomagazine.com	us	United States	Arkansas	Carthage	Little Rock-Pine Bluff	Desktop	Chrome	Windows Vista	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-04	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ru	Russian Federation	Moskovskaya Oblast'	Monino	Unknown	Desktop	Firefox	Windows XP	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-05-05	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	uk	United Kingdom	Carmarthenshire	Ammanford	Unknown	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-01	179176	Half Page Ad 300x600	57827-179176-Half Page Buffalo-F150	Portals	Bidder Pilot	us	United States	New York	Fredonia	Buffalo	Desktop	Firefox	Windows 8	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-07-07	179896	Leaderboard 728x90	60042-179896-CSB Education No.Cali-Desktop-728x90	News	military.com	us	United States	California	Napa	San Francisco-Oak-San Jose	Desktop	Chrome	Windows 7	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-01	176762	Half Page Ad 300x600	58945-176762-Half Page	Politics	newrepublic.com	us	United States	Arkansas	Hot Springs Village	Little Rock-Pine Bluff	Desktop	Other	Windows 8	3	3	0	0	0	0	0	0	0	0	0	0	0
2015-05-02	176762	Half Page Ad 300x600	58945-176762-Half Page	Entertainment	Hollywood.com Network	us	United States	Arkansas	Camden	Little Rock-Pine Bluff	SmartPhone	Safari	Android	1	1	0	0	0	0	0	0	0	0	0	0	0
2015-05-04	167717	Billboard 970x250	56720-167710-IE Business-BB EMEA-Dec 14	News	reuters.com	ch	Switzerland	Ticino	Comano	Unknown	Desktop	IE-10	Windows 8	2	2	0	0	0	0	0	0	0	0	0	0	0
2015-04-30	173320	Wide Skyscraper 160x600	57729-173321-Mobile-Chicago-Tablet-160x600-Heart	News	theblaze.com	us	United States	Illinois	Ingleside	Chicago	Tablet	Safari	iOS	6	6	0	0	0	0	0	0	0	0	0	0	0
